esfera,uf,ano,g_aquisicoes,g_339030,g_339032,g_339033,g_339036,g_339037,g_339039,g_339040,unidade,estagio,metodo,formula,fonte
uniao,BR,2024,99724230993.63,33673417244.42,2275050898.01,2595303326.01,2706948125.21,14119370467.41,36407555146.25,7946585786.32,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (id_ente=1),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=1 (Governo Federal)"
estadual,AC,2025,2598839512.89,420551820.64,25393531.77,112159018.91,16744248.61,431774604.34,1446627255.47,145589033.15,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=AC"
estadual,AL,2025,3339131457.79,281184064.88,160128069.85,26368160.24,1110526911.16,156646182.76,1602427117.50,1850951.40,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=AL"
estadual,AM,2025,7114087956.53,676822538.78,548299312.49,675583202.19,164388181.34,769709636.05,3498885430.31,780399655.37,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=AM"
estadual,AP,2025,1832729836.79,203925951.57,53823869.67,45837725.27,23633838.05,253650940.38,1199704693.36,52152818.49,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=AP"
estadual,BA,2025,15869081995.95,682671547.18,764351571.25,274991211.85,381592793.03,2146244927.05,10588219414.86,1031010530.73,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=BA"
estadual,CE,2025,7521346767.94,989152039.84,521431068.98,47164762.59,310837417.20,1625971463.34,3363102909.63,663687106.36,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=CE"
estadual,DF,2025,10236765461.79,943173126.43,83409765.60,49842433.30,81978517.28,1228095990.00,7386246059.30,464019569.88,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=DF; DCA unica do GDF — inclui funcoes municipais (art. 349, II, 'c')"
estadual,ES,2025,3785206841.75,700409466.79,161881765.33,92708338.27,129773529.14,711447028.66,1664021133.55,324965580.01,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=ES"
estadual,GO,2025,4765006425.38,525111952.64,770606713.55,107045830.63,103848911.16,791602145.37,2078559399.76,388231472.27,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=GO"
estadual,MA,2025,6263066982.51,265319548.60,144408334.44,100440394.78,139204339.97,356126604.02,4914080027.69,343487733.01,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=MA"
estadual,MG,2025,13242272835.55,1881426129.17,55766757.88,69726558.99,469892082.10,2740552142.52,6955660082.54,1069249082.35,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=MG"
estadual,MS,2025,3288350027.74,243865877.42,112853202.59,35848391.47,60167320.08,314599249.57,1767286063.78,753729922.83,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=MS"
estadual,MT,2025,5976193284.06,460020948.43,196236196.95,75586466.30,184792307.94,515082669.67,4017780178.49,526694516.28,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=MT"
estadual,PA,2025,7154410073.49,902691115.23,91905992.03,630437296.75,251048672.38,1386856986.52,2975912990.57,915557020.01,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=PA"
estadual,PB,2025,3585587274.97,537271452.52,167834160.28,42057185.34,68956053.62,384381850.72,2185004774.30,200081798.19,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=PB"
estadual,PE,2025,9623265286.97,1053351740.32,350367225.68,642993205.15,391078686.11,1051159627.18,5679012029.70,455302772.83,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=PE"
estadual,PI,2025,3862882146.41,636389717.32,28433088.48,27854381.66,147527865.68,436860383.86,2298185879.16,287630830.25,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=PI"
estadual,PR,2025,14505174282.64,1020082960.34,1283415778.20,47458180.95,387952067.68,2149335517.39,8670756364.03,946173414.05,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=PR"
estadual,RJ,2025,5234342050.94,1758926201.20,529082172.05,57715102.63,702540241.18,810402276.82,1355662662.06,20013395.00,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=RJ"
estadual,RN,2025,2400937542.91,301286753.04,107225975.55,16783530.64,92158034.63,615934693.85,1123064996.93,144483558.27,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=RN"
estadual,RO,2025,3293222433.52,700710719.22,108388232.61,86302888.76,81124124.21,112011475.00,1947824516.93,256860476.79,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=RO"
estadual,RR,2025,2216968314.87,234793364.00,86480287.13,38685700.80,29946244.17,248329595.12,1485358505.92,93374617.73,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=RR"
estadual,RS,2025,12787459185.82,1561898606.88,43556005.87,67038550.13,501943192.01,794224520.55,8627597299.49,1191201010.89,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=RS"
estadual,SC,2025,8658890465.67,1383381501.92,82988880.23,59070939.27,354546770.65,866713717.24,5472515975.31,439672681.05,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=SC"
estadual,SE,2025,4605821143.45,265802603.82,145775341.69,256543157.49,286366339.32,496654527.53,2875636925.39,279042248.21,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=SE"
estadual,SP,2025,37034641466.40,8474715111.89,103177402.98,1754243620.60,1126789601.59,3131500963.27,17800756875.90,4643457890.17,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=SP"
estadual,TO,2025,3330647699.50,340855338.07,134805038.29,218429934.19,51480273.74,134587101.97,2233482389.61,217007623.63,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (hash em _seed_manifest.json),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=TO"
municipal,BR,2025,399026794268.10,82792860185.42,13947167358.67,2824554426.04,14559805702.21,10492510599.12,263731488162.42,10678407834.22,R$ correntes do exercicio,Despesas Empenhadas,"amostra capitais+top200 (199 medidos; 49.5% da populacao municipal ex-DF) + extrapolacao pos-estratificada (gpc 2023 x pop resto x infl=1.1087, n_comuns=118); APROXIMACAO declarada (fallback FINBRA/hCaptcha) — sensibilidades em g_municipal_sensibilidade.csv","G_M = SUM(amostra) + SUM_s(pop_resto_s*gpc_s_2023)*infl; G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); amostra + subamostra aleatoria v1 2023"
uniao,BR,2025,110661384085.06,36400487198.03,3805701310.97,2808421010.14,2986176551.99,15662772029.70,39415168903.71,9582657080.52,R$ correntes do exercicio,Despesas Empenhadas,DCA integral do ente (id_ente=1),"G_central = SUM(valor | cod_conta in elementos 3.3.90.30+3.3.90.32+3.3.90.33+3.3.90.36+3.3.90.37+3.3.90.39+3.3.90.40, coluna='Despesas Empenhadas')","SICONFI DCA 'DCA-Anexo I-D' (https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca); LC 214 arts. 472-473 (aquisições; folha fora, art. 4o); elementos de despesa Portaria Interm. STN/SOF 163/2001 Anexo II (MTO 4.6.2.1.4); DCA CONSOLIDADA do ente (instituicao unica — sem abertura adm. direta x estatais dependentes; perimetros diferem apenas pelo conjunto de elementos); id_ente=1 (Governo Federal)"
